author,channel,cid,heart,photo,text,time,votes
Hello KCN tv,UCduY_6S6kDGbj-H9Ut8_LBg,Ugw87JYvFKEyyiGY7T54AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQm5zpYrvRvuA8h6saGzsPDsFnlLKZSsoGTrbOKEQ=s176-c-k-c0x00ffffff-no-rj,Berapa kita belikan,3 months ago,0
Kurnianta Barus,UCuCH4uCmjrMfgU8mFCGZ2zQ,UgyhoAsz5rUAqpQo_rh4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQdkS_01inagdVrsoOtGygRbAukDPw9ZK4HAuP7=s176-c-k-c0x00ffffff-no-rj,"Yuk kita lihat apakah warga yg suka bilang ini itu terkait mobil 3 silinder akan beli..
Atau karna brandnya, jd gak penting 3 silinder... 😆",3 months ago,0
Catatan hanif,UCCI962a8fZ1rfeGKM5D228A,UgwGdFFWXyvf741_Xnt4AaABAg,0.0,https://yt3.ggpht.com/DPp0XY5EtPJgchJKUavoRvA_cTa6WwvCsHlBe1DwzfGb8Qr3n09jWsRnwzEwws8cM8xFD6Tg2Q=s176-c-k-c0x00ffffff-no-rj,"Nyimak om,, pengin beli ini..",3 months ago,0
Mass Dimmm,UCQ0V7vrREG0z4h4h_FcN-1w,UgzX2N5QSkyr0OMyjuR4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSTKxC2ujn8MDrhp00j-agUPPJ3amL0FqihKeV2=s176-c-k-c0x00ffffff-no-rj,Info kaca film yg digunakan dong minn,3 months ago,0
"Raul, rfzi",UCjk2KloMa6OiCwgHk7GGiCw,UgzK8K8KTrWWMY_rlNx4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSqhq8FrzHLbxHzUwyQx0b1LC6WqJEn8YyUFlARLg=s176-c-k-c0x00ffffff-no-rj,Di indo udh keluar belom om mobil merek itu?,3 months ago,0
Abiandarrel 1505,UCy12DLdmq6XwT2NI-mKeBRg,Ugwra5z0RqcRmrNA0vd4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTkBUF0MjsSqdc1vgzdXUNY369QUall4Nvjgh5jUEbd3MTpkHY1y_UV_REK5b1c=s176-c-k-c0x00ffffff-no-rj,Semangat om fitra bikin channel nya saya juga pengen beli toyota raize 2 tahun lagi🚙,3 months ago,0
Kemal Widdyarta,UCf_cZ_KrJN5kllmnLdHyKVw,UgwL21VeEOaHC_VcMf14AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSchX0x6xDpbxLFXFWRR1ZuGePTQFHbvjHCYA=s176-c-k-c0x00ffffff-no-rj,Beli dah sekarang. Bukan mobil tapi kapal api signature nya 😁😁😁,3 months ago,0
Jungle OfficiaL,UCtEZXZM2JhMY0W_EnVx9dLg,Ugwh7qElc4kanB8Txcp4AaABAg,0.0,https://yt3.ggpht.com/cMHv6vhiWHY9k-nqKm3ItAwqkyo7X9vVIjeuVIhyKywixAlj4r762bIwDehHGQKOKwBq7A9D=s176-c-k-c0x00ffffff-no-rj,Semoga Kita Semua Bisa Membeli Mobil Dengan Pilihan Sendiri || Aaminn Ya Allah Aaminn :),3 months ago,8
Sukuk Hunter,UCfjA8PCxtM8sC6S7t-5k8Ig,UgxGX82jNFPdj-zAULB4AaABAg,0.0,https://yt3.ggpht.com/wQTyD0IXT-YucL38xj4IZDT22ayNWkx4RW-Sr_o0s_xua0IAcTIF1bqjauLRf9LLy8Pem_MSs2I=s176-c-k-c0x00ffffff-no-rj,"Channel otomotif terbaik, dengan Fitra Eri sebagai reviewer-nya yg jg terbaik..",3 months ago,0
Ayu Wandira,UClpCzMaai7wXNSUzrP_jivw,Ugy9gETlUEM3MUfOzxx4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRecc0HFCjI-4C_uUfeuIHXSE0egTt3LRmh6A=s176-c-k-c0x00ffffff-no-rj,Sayang nya 1000 cc,3 months ago,0
02_Achmad Zeni,UC0AeV7Aq9RTkYKRC4Yj1agg,UgzKGQU7S43W1zQ4wQd4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTXZgdG32DZ6LBTawzw87y6sa700q-6LzZAC989=s176-c-k-c0x00ffffff-no-rj,Dengan mesin 1000cc Turbo itu do buat nanjak ke daerah puncak/pegunungan itu bisa gak y? Mohon info,3 months ago,0
Khaerul Ihsan,UCODbc-aeyQaryzQaLjcbl-A,UgxMMI2i0epFYveEg694AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQWAkh3i7l2QrD4Vhxwc4D_aZGwlAt1Ilg5MMXd8hY=s176-c-k-c0x00ffffff-no-rj,"Orang Yang tadinya mau beli yaris, eh ada yg lebih murah dan dashboardnya keren nih.... Hahhahhaa Raize oh Raize",3 months ago,0
Amir Hamzah,UCHAbd1mg6qCQbToaLQcst2A,UgxjzCym_3dLPdfX2f14AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRqbb5f6uEP62kCudqe-8Lt2PDSuOVUvCQR1nPuZw=s176-c-k-c0x00ffffff-no-rj,kalau tri elips yg ngeluarin unit...model kek kodok pun bakal lakuhh 🤭,3 months ago,0
ikhsanhabibie2,UCRs4HQxCCrx5Puubc3K--NA,Ugxx8MvSQg5U0Joh2Xd4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRIkBZu8uPxElmVZP_X8hB7WIJdyhBrabAWVCcCKw=s176-c-k-c0x00ffffff-no-rj,Mobil ini cocok untuk mahasiswa karna irit dan lincah,3 months ago,0
Qadri Qadri,UC0w6rUrf9XUnZieCvBugJqw,Ugw4L3fwqzgCiK1zo2R4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRex85uLNxL5bLGh5rHklhD7jLKSvmachWRHT39qw=s176-c-k-c0x00ffffff-no-rj,"Pengen beli ignis tapi muncul raize, 
Pengen raize 1.2 tapi 3 selinder
Ignis modelnya anti mainstream mesinnya 4 selinder,
Masih bingun ambil ignis atau raize",3 months ago,1
gita ayu aprianti,UCT4t-mKoZaPyITxaezfYfTw,UgxhaN0KlbfUNt5nBU94AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLS5_GxBRciUwrENyx_F7gkPiGpcUqA0geklLrGoNA=s176-c-k-c0x00ffffff-no-rj,Om rekomendasi toyota raize atau nissan magnite ya?,3 months ago,0
Awan Choo,UCI6-GKgyfJQSCXiJd9SFL3w,Ugx_Dbt2pjKhWs8X_4J4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLS7Qzg63wuFZlL0ZoB52t9o_k2WIO-S_r-0sRoOug=s176-c-k-c0x00ffffff-no-rj,"Duu pusing gw, pengen dr GK5 ganti ke ini,",3 months ago,0
mrizky sukardi,UCeWelrppLFZQx59goWmjirw,UgykDz65RCiimmWZtpd4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQHaUAB3oJuparUsr9H0CPJwFgYHi7EMZlUunbD=s176-c-k-c0x00ffffff-no-rj,review yg berkualitas 👏,3 months ago (edited),0
sdsdf,UCKsQPzAJJ4wa4nVnRuADaOg,UgxKKqADgRcihT3oq3N4AaABAg,0.0,https://yt3.ggpht.com/NArBftpWTgGpeJlwGu-a_8gsAY2R7817OiOvrJbHqos6_bczJD79KEuT4OtUyvjJefTnGdoDEQ=s176-c-k-c0x00ffffff-no-rj,Coba aja 1500cc turbo 300jt an pun pasti laku keras,3 months ago,0
Tomi Sujono,UC82TYpZD-yl-VgG853-Z6pg,Ugwk147ii5fN30Jmy6B4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRKJUN_z_l06pZS6xb6HZ9i3r-iH9Dvgff8piudpw=s176-c-k-c0x00ffffff-no-rj,Selalu suka sm ulasan om fitra 👍👍 komplit simple mudah di pahami,3 months ago,0
rahardi derri,UCrvzrZRTN2XhUGyIMMM9A5Q,Ugz_-35LsTdhEYz2D5p4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQ-s3rXTtp2ZBOI0LrMnhl92HqoYdTm9OZSjA=s176-c-k-c0x00ffffff-no-rj,Gapaham kenapa tss di auto2000 indennya sampe berbulan2 sedangkan di dealer lain spt tunas/daya ready stok,3 months ago (edited),0
Gobay Mr,UC54C5Yge4K17y0bjoijcCrg,UgwlSD6jKkT6WFzyJzh4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRGM0JNU6UfkqZy1xSm78ZYrAtlDz1stUvTlQ=s176-c-k-c0x00ffffff-no-rj,Apa enak nya mesin 3 cylinder kenceng kagak berisik iya tuh mesin  turbo nya jg turbo kw,3 months ago,0
"Amiruddin, S.H.",UCJ1FyzQRDJf4D1ZY9tVZqAg,UgxKVQGbewxbwAHTlQl4AaABAg,0.0,https://yt3.ggpht.com/klt8rvQeB-HcTR3PgLWURasYvzyiJPEKlexbYUAhT6KBCR0dMfQoVGdaH8lWh0_8weJ_RVsbSp0=s176-c-k-c0x00ffffff-no-rj,"Review lengkap jelas, menarik gaya dan bahasa driver reviewnya.",3 months ago,0
Jendri Fitriyanto,UCBagPAKfKmRi6XNnneXqOVQ,UgywLaSl-Cys0i4KOnx4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTgGgU-l-jlCfAH3fMppXn5ce89YkOsaoElUg=s176-c-k-c0x00ffffff-no-rj,Josss ..mksh bos,3 months ago,0
Rofia Karomah,UCto-ZRT5nVn5J1YtXEWNtEQ,UgwQvuRnnV74gBoZPfd4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSscD2E4EoRyghn2jzIY3oc3LG5w2VrPigie2kw=s176-c-k-c0x00ffffff-no-rj,"Niat mau beli kia sonet, iseng bandingin sama raize krn liat harga nya walau mesin nya turun kelas, ehhh denger kalimat om Fitra ""kia sonet lebih nyaman & fun to drive"", heee ga jadi dah balik lg ke kia sonet 😂",3 months ago,0
Rofia Karomah,UCto-ZRT5nVn5J1YtXEWNtEQ,UgxThpuSf57K72XLuKx4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSscD2E4EoRyghn2jzIY3oc3LG5w2VrPigie2kw=s176-c-k-c0x00ffffff-no-rj,Wahhh selama liat semua review om Fitra baru yg ini yg paling banyak iklannya dalam 1 video hihihii,3 months ago,3
Miming wijaya,UC9Vg5A_MHsNMSpEmVG_odzg,UgwHlKKz4y4CICpjcQZ4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRF-Q9WWhsb7M1Gd3DfNYe1BXwE5K00xfV3-c5QAZA=s176-c-k-c0x00ffffff-no-rj,terlalu bertele tele presentasi nya,3 months ago,0
THUNDER MOVIES STUDIO,UCv800NZVhaxFyvdK_CPp72w,Ugz_36-cr7XxOdSVMXd4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSzMF3QFp3zsNS_34G7rsMtT0lCk1LYfaRfoAdLkw=s176-c-k-c0x00ffffff-no-rj,Amin semoga bisa ya...,3 months ago,0
Zaky Hilmy Virajati,UC4cJnjX3EJMBMPSbhTchcDg,UgylMvqzkfyNdKm-50h4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTnKUbR9JN2-XtHs5A65NAIvo_wQnqReMEU0RskPg=s176-c-k-c0x00ffffff-no-rj,"Dang, its quite a big deal that this car picks up ALOT of small bumps :((, kinda big deal breaker fo me",3 months ago,0
Fadhil Andrianto,UCaE1V0SEC0U6kbcDFgN-OVA,Ugxe-LK7sb-_-Qy4SgZ4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQR9QuSB2ukOQU3qf73gjLvGDe6LOGRKowwRcd5MA=s176-c-k-c0x00ffffff-no-rj,"dan gw baru sadar jika kebanyakan pengendara raize / rocky ini mirip kaya generasi pengendara2 LCGC , NGAWUR ! belok sen mendadak, ngerem kaga smooth, jalan pelan di kanan (termasuk tol) , kelar lah hmmmm , gw kira pengendaranya bakal elegan nyupirnya",3 months ago,0
miki Zu,UCufGW0X2UGRHBri7uXnjEYA,UgwT2pI532EMx2-yXFl4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQH6YqVwNOHNn6kWAFJdXjYTwaSREuEsJC01w=s176-c-k-c0x00ffffff-no-rj,"Mau tanya, budjet dibawah 250, pilih dua astra/baleno hb? Untuk dijalan sumatera anti macet",3 months ago,0
Hani Zakiyyah,UCN4EJYYFWRAxKETUjw-RzGg,UgzQ_wlSKP-OQq1ho-l4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRx21wzoVMddP7YL1Dfpc8_o-HiOefa38iNpg=s176-c-k-c0x00ffffff-no-rj,Allahummasholli'alaa Syayyidinaa Muhammad...,3 months ago,0
Ria Favorite,UC6HELIjh5eFS06AVRpxANUg,UgxagQxIS_TyrUf4Ug14AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTAwepcsFXqncMLje3pKxfUjWK7tVCaEjGSnA=s176-c-k-c0x00ffffff-no-rj,Innova aja blm ada cruise controlnya padahal harganya lbh mahal,3 months ago,0
Khansa Paradis,UCQFd5KL8soeV9vsazupQ6Ew,UgxyqIpxMAnhLKeYkpl4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSGg0sSGMQMHgPLDJKNnfH9nIG28ZkG0AJmEw=s176-c-k-c0x00ffffff-no-rj,"3 silinder, 1000 CC. Kenapa kok mahal ya?",3 months ago,0
Siyamto Yamto,UCnCZ_0FMhBFgFryDQDm7F7Q,UgxowxxGFY6HDyhHPvF4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSCyQ3APLJPYJAWxLWX_r7mFb-ZRZVrCU-mhiZfvw=s176-c-k-c0x00ffffff-no-rj,"Multy media  sepertinya meniru mobil cina model floting ,,,,",4 months ago,0
Viki oktari,UCCXm1d3sKA-Db79574ioWvA,UgxH10d1TUku0tMqdaV4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTNSG-A2ObOBqN4PZNOSrghsWQxRnJFdmgRsdqb3A=s176-c-k-c0x00ffffff-no-rj,Lama2 di jadiin mobil dinas mobil tipe kyk ini krna kekar,4 months ago,0
Dan Leo-ssi,UCCVRFjyT6on6ddAa8bYdRWw,Ugz485wHO6ezF2oSMcN4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTewgHxsebz-YTN71QKnjgX8cduUPAZnUK1WkFBwA=s176-c-k-c0x00ffffff-no-rj,"Berarti raize sm rocky utk 0-100 km/jam masih jauh lbh cepat rocky ya.. Raize 11,1 dtk sdgkan rocky 9.6 dtk.. Atau di coba drag race om fitra..",4 months ago,0
COATING FACTORY,UC0wPEgCRqOpL-42cvsAGa0g,UgwJtg_OWok0m3Pbmrp4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSOk5OjCUUh8_s0HNsxUpzwmC4sjpEbyCO2Jw=s176-c-k-c0x00ffffff-no-rj,"Menunggu akhirnya datang raize saya.....cukup kecewa karena ada suara getar seperti gesekan suara besi atau getaran yg keras ddddrrrrrrrrrrr..... kalo rpm rendah dan memang gak sll bunyi tp agak sering dan mengganggu sekali....saya komplenin ke toyota dan di cek katanya itu normal ada 2 kemungkinan memang suara mesin atau engine mounting tp itu wajar katanya 😭 karena mesin 1000 dan turbo sudah dibayar dengan performa kata nasmoco  solo (slamet riyadi) ......tapi menurut saya ini gak wajar!!! Dan bukan bunyi mesin..........saya gak cuma sekali punya 3 silinder  saya pernah pakai xenia 1000, sigra dan sekarang raize....dan saya dirumah semua pakai  toyota ada  innova dan new rush....baru kl ini saya heran dengan toyota raize kenapa begini????",4 months ago,0
𝒶𝓁𝓀𝒶 𝒿𝒶𝓇𝓁𝒶𝓃𝒾🌸,UCdgZcnlqynY9z7y9IHihppA,UgypS-Od_2sGeQsBKnZ4AaABAg,0.0,https://yt3.ggpht.com/L0cPzXhUnXovg8QA8Ko6g7k2-WTpBHtP3VcJ7kiGiKy0fhZFaIckyhum11yA44MSGtT4Op3y=s176-c-k-c0x00ffffff-no-rj,Bismillah aj dulu 😇🙏,4 months ago,0
ikan pais,UC19-R0SP6YI43qwxuKEj3Ew,Ugx_4dzD9GbdJun6jWF4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQ7sR0HbCLKEgwHW9wl7uepZC5obGbX6XswyXt8nQ=s176-c-k-c0x00ffffff-no-rj,"Halo, om Fitra. Mungkin bisa jadi pertimbangan om dan tim untuk mengkampanyekan kebiasaan tidak buang sampah saat berkendara. Kayaknya masih banyak driver/penumpang yg tiba2 lempar sampah ke jalan. Thanks. Have a good day, om. :)",4 months ago,2
Selamet Hariadi,UCjJbxVcAct3v-k1hfaGAZVQ,UgxkWjHF7Myjq4KghhJ4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQ6mKC99Qkc6kZNKY9mzi5EtWH9XvBFpS5Xjg-Q=s176-c-k-c0x00ffffff-no-rj,sayang crussh control  gak bs pas macet ya Om...,4 months ago,0
Pak wahet Pak wahet,UCPo2VkKFf9xJWGt-vOGddrQ,Ugy-OJso-8JHCWJ7jt54AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSkf4b6oXmDewjI86jTuM4brNp3DxjWpvq4QA=s176-c-k-c0x00ffffff-no-rj,Baru pasti enak kang apa aja merek,4 months ago,0
iqbal aziz,UC3ru_LQ7j20guM70ha1UAqQ,UgxBw1xSiwqV1ZwhUJ94AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSZDxFsrsxcOvm8D6Jw0keiPtvWDpGZvLyfKg=s176-c-k-c0x00ffffff-no-rj,Keren tampilan nya,4 months ago,0
muhammad harits,UCSd2oTTsiBb_OoOrBSNB17g,UgzHskWKW8Kfe2RZtpp4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQyuYTDRQB9TZV8We3A2n8o5u1VvCw_gXYUcw=s176-c-k-c0x00ffffff-no-rj,Knp indennya lama bgt sih ??? 😔😔😔,4 months ago,1
M. Fachrizal Alfiandika,UC3FitQgEAlBZ23_2NPa3gSQ,UgyKjgjHIwb158ieKOl4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSBp946M0pevwCP_bEQ0i6wkhJEeS06Mlc7L8cX=s176-c-k-c0x00ffffff-no-rj,Serius nanya ini mobil kelasnya masuk kedalam apa? Lcgc apa city car?,4 months ago,0
dewa nata,UCWU4LtaGKdTdhAe1LrQ6JVw,UgzGijfgpkQy_aVLvjV4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSWExrfEzVImUayXn48j7u4gjcdakHABTZqAg1n=s176-c-k-c0x00ffffff-no-rj,"Kalau suspensi belakang raize,mirip2 Jimny baru pantulannya..masih terkesan jauh dr keras dan cenderung menuju ke drible..tp maklum sih.mobil hrg segitu",4 months ago,0
Leinnavez,UCG-SHYdM507e3-BowsOISxg,UgwitF-nZFew8pZa6pp4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRUOFWg7ZFFMYOsQnHVxV69HzPCEdDR4s21UD0j=s176-c-k-c0x00ffffff-no-rj,"pertama x liat ni mobil, mirip merk sebelah :v
(bukan Daihatsu)",4 months ago,0
hamri Apt,UC36sMwGjdEjj0nsso_hdOAA,UgxvIvEyM5jiXQ76m7J4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTdVzjupstzsPnKxib_gzP8CeExB3tSwdUP4w=s176-c-k-c0x00ffffff-no-rj,"Suka sekali,, memang 👍❤️❤️keluaran Toyota semua bagus",4 months ago,7
logaboga u,UCWVRD5RQInC5luA3f3PRL_Q,Ugwd76M3R3uf9nqRhbR4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRYy0eL3bk1_lj5ZMbkzLu4_UWX9BZEYGYo0hLH=s176-c-k-c0x00ffffff-no-rj,waw,4 months ago,0
Neo R Channel,UC2n9GxxpL-Rx6IOYIaAvF2A,UgxulO4v3DSBBgBMhQR4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRDDhqmxv70FEijvSdFgNJoq9oo3hIV4acKZIXp=s176-c-k-c0x00ffffff-no-rj,Tetap terucap.. 177cm.. 🤣🤣🤣 om fitra nih..hahaha,4 months ago,0
Fadhil Asyrafi,UC4avQOsshcsq9IzdkyvU1Jw,Ugw5UASSm_eu_YM1n1d4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSf8fEYvRxxEkJb1MG55Ip7P5C2WS0wAMe3b-38PQ=s176-c-k-c0x00ffffff-no-rj,33:36 Om Fitra kerasukan Kuch Justin,4 months ago,0
Mbah Mangun,UC99ex79AtYjoLMjcfYyWHyg,UgxzzBksuhIdA-ZrOlZ4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLR_xaRHh0qSJFFhNiZ3rubh0RcA3CJbs_lUqKuv8g=s176-c-k-c0x00ffffff-no-rj,Om Fitra...mnrt om kalo utk jarak jauh lbh nyaman ini atau Honda city hatchback ya?,4 months ago,0
NICHO Sebastian,UCt2ZvqFPxySToF-mEUhyfww,Ugx96fEkgDL3ikrUaxt4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQ3AxYpJJnp_LmLSm7MSVS6cbZxLYRcJuQ7lHrE=s176-c-k-c0x00ffffff-no-rj,"Kapok lah beli mbl berengine 3 cylinder pas lg netral geternya ampe di kabin

Mending 4 cylinder halus stasioner adem pula",4 months ago,0
Fefa Centre,UCb9Bn92QaWhfSLorPqnZZwA,Ugwxlq44SH4kaxd_MIF4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSwdGvpU6cA2iNXPxGo69JyXYZ-Pn1gjLDRR_Bg=s176-c-k-c0x00ffffff-no-rj,New yaris apa raize ya?,4 months ago,0
Ahmad Nusirwan,UCzrutWgfkJWy-8ISIq-pccA,UgziV4MzB_aRmfk21nl4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRceykwhc9a3Dnaq1YhHkNP8pDhTnCz7MOQYvYAIQ=s176-c-k-c0x00ffffff-no-rj,"Saya masih ragu dengan tenaganya ya om,  apa lantaran belum tes drive. 
Waktu saya tanya di pameran merika bilang tes drive baru tau rasanya, he...",4 months ago,0
Ratu Sabilla agustin,UCH1tXV5cArXkv-hI_jBOKIA,Ugw6Swgnp8TZqq9xXMF4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSNrBDj9Z3J_NJkCGVBEFcLKAUUlUyDDEiOxA=s176-c-k-c0x00ffffff-no-rj,"alhamdulillah dibeliin sma suami bru seminggu , mantep dalemnya dan desainnya jg bagus🙏🏼",4 months ago,0
Syam Channel,UCgVATn-U3LiqBzT-VCioXyQ,UgwHZaHRG4cOBouYEpt4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRFEuxTwSuUAcrG3NJMDlyF_k0XLetF2WIkZ2QMoQ=s176-c-k-c0x00ffffff-no-rj,Iklannya kapal api,4 months ago,0
Prasetyo Utomo,UCOwjlwWs8_i4IVpyOO47NxA,Ugx_4dzD9GbdJun6jWF4AaABAg.9PqLdAuYEae9UzuMiRXHm7,0.0,https://yt3.ggpht.com/ytc/AKedOLSD5etVPHLHVMHU2E8Vyp0LqCzcKOukkf0vgcXNZ0U=s176-c-k-c0x00ffffff-no-rj,Juga kampanye di toll jalur cepat (paling kanan) untuk tidak jalan pelan.. Kalau mau pelan ambil jalur tengah atau kiri,5 days ago,0
Leinnavez,UCG-SHYdM507e3-BowsOISxg,UgwitF-nZFew8pZa6pp4AaABAg.9Pf0p64dZXH9Pf0q67AdX5,0.0,https://yt3.ggpht.com/ytc/AKedOLRUOFWg7ZFFMYOsQnHVxV69HzPCEdDR4s21UD0j=s176-c-k-c0x00ffffff-no-rj,Perodua Ativa,4 months ago,0
Rizki Surodadi,UCIe4JOYspfFbQjcLMzNiUeg,UgwbbTvgI6GOePgE2z54AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLT1xXScOqPQt18uwIsBxtfU4uqYaj7ryk4CzMcrW5XgM_qYjImXAPqaaJIKNKzU=s176-c-k-c0x00ffffff-no-rj,Lampunya kok hampir mirip inova venturer ya,4 months ago,0
ivander gotham,UCzsSaSkUjAsCilemLKDQxmQ,UgxKruoyboYkTI0cuPt4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRdzx0s2wY8Awlb7bMCLGsp_uO8WCQoEjR5EVdIRA=s176-c-k-c0x00ffffff-no-rj,"Raize 1,0 ini(terutama varian1,2)adalah city car cross over..rivalnya ignis 

sonet compact suv rivalnya juke dan hrv1,5",4 months ago,0
Hexohm Stabwood,UCU8i6Gb6s3ewx0KFXKQ7Ehg,UgyYjl9AzKpD85CVb0d4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLR1WR5BQ93WYOscor5s7YNaaW2kX-XtZHTIVRfdYg=s176-c-k-c0x00ffffff-no-rj,Dah lht model jujur  keren kok.,4 months ago,0
Dennis,UCHROkuZJG6V6HNphD-pE6WQ,Ugy9h5dHMwxZKgNGpTZ4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLR5C1_FNYwJ7MAz9d0qUgs_6vb-o2ak88XDSA=s176-c-k-c0x00ffffff-no-rj,"GUE PAKAI NEW JAZZ, TDNYA  MO BELI RUSH 7 SEAT, GUE TINGGI, GAK ENAK STIR GAK TELESCOPIS, JOK MAJU DENGKUL MENTOK, MUNDUR STIR JAUH!! KELEMAHANNYA KHAS TOYOTA!!! EH DI RAIZE NURUN JUGA !!! BOIL TURBO KOQ STIRNYA TETEP IDIOT !!!!",4 months ago,0
joko s,UCtx5wxRn8mpp3WlkLs8my1g,UgxTLDpBbcS8X5zQYyZ4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRIircygOMAFsOtXOW4blQj9Zd7wjt-KHQcoF9TuA=s176-c-k-c0x00ffffff-no-rj,Gara2 om Fitra ma Ridwan Hanif beli.. saya langsung beli juga.. 😂😂😂,4 months ago,0
chandra lie,UCVBcmgcXV7WamzjAe_tr0aQ,Ugwe2bosACqQuQ5QdhF4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQByqCICPODmLV5uyVlBZZBz3sZqiWL5vsWQrO4Gg=s176-c-k-c0x00ffffff-no-rj,Sudah saatnya perlu diganti desainer Toyota n Daihatsu. Makin kesini makin aneh desain eksteriornya. Liat aza Sienta yg  penjualannya kurang krn desainnya yg aneh. Liat kompetitor lain yg desainnya dah futuristic dan facade tajam,4 months ago,0
Aga Skip,UCHxD585EWxG7l5R-1ctJwSw,UgwLekGCfAbaaTHxZKJ4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQ6gM8RLXi5J-dhLdQ93JCx5wn2Jgjke6bS1U1r=s176-c-k-c0x00ffffff-no-rj,Halah Raize 😂,4 months ago,0
amytyville,UCgSdwoa5YWUrpRStMxxBWsg,UgwVr5p9fLjdAElszPt4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRl-H5VrXs-jO71EbNbSd1lq3NY5zqiD8Qywg=s176-c-k-c0x00ffffff-no-rj,bisa aja ni udah iklan mobil iklan kopi lagi beuhh,5 months ago,0
Nael Channel,UCImySlR2xkX326o-uSt8Pjg,Ugzk7Ny1JZXq8fqUfnR4AaABAg,0.0,https://yt3.ggpht.com/A5-NSIrRV9iyq0qzK7iHXTjB7eb59uHtZ-9PmQiHwJ8bt9f-Crktxy6HHG6Pcyzc2P0pi0T1COk=s176-c-k-c0x00ffffff-no-rj,Bener sih lebih keren dan menarik Toyota Raize,5 months ago,0
Agung Laxon,UCavHlo8znbtxFSYR_AoLLww,UgwZxpWwhSGKBwojJBZ4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRUyw10ADuDmd-2OJlWRIjV6Pfx2fHl9zabfhu1=s176-c-k-c0x00ffffff-no-rj,Review Honda Vezel 2021 om...,5 months ago,0
