author,channel,cid,heart,photo,text,time,votes
SatR10 Har,UCLZWNoD-r1FrXMLjOFK5iMQ,Ugyz_pi2SpM5BBib8xF4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTDsYA1Qlvv9pqXuK_hrOJ6QUN0LkHnVbT9FpV5sw=s176-c-k-c0x00ffffff-no-rj,"klo rasa handling dibilang spt mobil entry level berarti sm aja kek agya ayla, tiap lwt smbungan jln atw speed bump gruduk2.. ngeselin kn 😁",5 months ago,0
Dava Prasetya,UCMgowWO8lGpW7yJ2m9DCXfg,Ugyb5ddMyJzV7hIm1dx4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLT3qBZwadsYA1vLh0frcrqbyC0zubBkWlnfWkim9A=s176-c-k-c0x00ffffff-no-rj,Gila gw tadi mau ambil ni mobil indennya wkwkw padahal inden di gresik,5 months ago,1
Sugianto Chairus,UCM_vQzpoimcl_5zTWn62YPw,UgzJhrEE0hRHXeWhUpl4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSd07L2hbmQrdr4Ma-8fGDkae48Rh4trZLVpA=s176-c-k-c0x00ffffff-no-rj,Sepertinya lbh bnayak kurangnya y ommm,5 months ago,0
PENSIUNAN PREMAN,UClTvYXePkpwnqfgTlsoxK-w,Ugysf56XsyqgQqCfBud4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSORWIR_hPeExwbRv1cTNyod5d-G40luzjU26YQ=s176-c-k-c0x00ffffff-no-rj,Test yang manual om,5 months ago,0
Sugianto Chairus,UCM_vQzpoimcl_5zTWn62YPw,Ugy96wVHQLjnyzDdrqJ4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSd07L2hbmQrdr4Ma-8fGDkae48Rh4trZLVpA=s176-c-k-c0x00ffffff-no-rj,"Banyak tombol kosong menunjukan banyak yg di simpan,pdhl kelasa paling tinggi",5 months ago,0
Chaerul Kamal,UCVkPPKDOUIyT2g6C6WNBVzQ,UgwGPeurmsjTuyt4iuN4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLT-pMhC89ubkcACUAL5Q9lJr3RUNjevOZGESL0vrw=s176-c-k-c0x00ffffff-no-rj,"kalau di lihat lihat kok kayak honda mobilio di pendekin jadi brio ya,, kalau ini toyota rush di pendekin jadi raize sedikit mendekati mirip apa lgi dari belakangnya",5 months ago,0
Ahmad Zacky,UC6T9vQt6L8QTXYbMGHI-1hw,Ugx7xNca95v-fLEoytB4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQaX2iOI4Oe8iboinko8v8yGmEAN-gy_iGSzzvVdA=s176-c-k-c0x00ffffff-no-rj,Om...review hyundai santa fee yg trbaru dunk..gw pngin beli,5 months ago,1
Ika Sasmita Aji,UC8EbpvH1rhO75xbDIOoGmIA,UgxcXgm5GN9iRDaVQ914AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLR2MNQU8Xyg_7Ya-pzCPoXvh-r70boMFtZ9zGc2Yg=s176-c-k-c0x00ffffff-no-rj,Dukung om mobi beli rocky... wkwk,5 months ago,0
Tyo D,UCsrDKmuvkRqQOOvc4nVF_BA,UgzciRxOXqWUP_3_HOV4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSfuvEgPQu4sg70O7laItn--je8rIFG3CQH8qogkg=s176-c-k-c0x00ffffff-no-rj,😍semoga Tahun depan ada rezeki bisa beli,5 months ago,1
Syarif Airlangga,UCiQ0SB8Z18bhwQ0o7D2_8yA,Ugxe6-dbOZk_8RU7Nkd4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQ4tqnAZkjLplZC7WZtvy1PaVb3VC4FenOyjFChwA=s176-c-k-c0x00ffffff-no-rj,Orang kota pasti mobilnya kecil gni. Enak buat selap selip,5 months ago,0
Reinaldo Kong,UCkYaxYLtuKG1vGCC1hlBwZw,Ugx4-y3Na9h-kqFgBvN4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLREB2fN6ULbAx5IjNrnL_7fAFgB9aHAA-FKfg=s176-c-k-c0x00ffffff-no-rj,Plat nomer B 1210 SSI  nama ROSSI,5 months ago,2
Muhammad Imam Saputro,UCvi_KHL3wu8uqHjzXuOOI5Q,Ugw3afzJb9HGPruKyCx4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLS_Y46ctWz_2UpDPqV6b5RFFRgqv3i1cLjg8tMmnw=s176-c-k-c0x00ffffff-no-rj,"Om mau tanya, maksudnya “Ketika anda melakukan pedal gas” itu apa gmn ya? 🤔",5 months ago,2
Laman Papon,UCOiaPdDHjwaQjz2vv3jL55g,UgxeL8rro7qEelbHmT54AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSoHNJORQLODo3Gqyur2AqMIlsPXqQ9stbMag=s176-c-k-c0x00ffffff-no-rj,Murah ya?? Murah ampe di mana pasti jadi mahal nanti kalau udah laku dan udah ada generasi baru,5 months ago (edited),0
Haris Dwiatmoko,UCNHt7My_qny77eBUqaCwWxQ,UgxBS6qlh6E5JWuNZ-N4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSJGBF1xgK1gBfXKsF0pwWqJJbBmeEM3S1DcA=s176-c-k-c0x00ffffff-no-rj,Untuk kondisi jalanan nanjak dan berkelok-kelok di review juga donk Om,5 months ago,1
Jasa Pembuatan Lamaran Kerja Via email,UC1GMLxMo23B2fKz_AT-oPeQ,UgwQkz-2TYgLjZhmfeR4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRmbXpRGseDx2d0j9c-xWdLaW9wojNk5Rqona2W8g=s176-c-k-c0x00ffffff-no-rj,"Saya kerja di Toyota Astra motor bagian raize, jadi raize gr tss dan gr sport biasa   perbandingannya itu bisa sampe 1:100",5 months ago,0
Andre Y,UCXbF4KGOjFcMjDKOdNMaFCg,Ugx37UiLpwgzwHkTX854AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQw21xi-IjobrQp9fDD93muCTk6itGhoqi2pKuiig=s176-c-k-c0x00ffffff-no-rj,"Udah spk sejak awal launching, dijanjiin unit dapat di Juni/Juli. Eh, kemaren dihubungi sales malah kena inden 9 bln juga. Itu inden atau lahiran ?🤣",5 months ago,0
Rivo idyl fitrah,UChTT9Am66AvyjERZlCeyBtQ,UgyYFSg_u3Wa7tsYXC94AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRePXcz88DtGPME76JjEPueM5ydaIsMu2iuIMMm=s176-c-k-c0x00ffffff-no-rj,"1,000cc nya punya agya ya om?",5 months ago,0
Lucky889 S,UCRbTsfernyKSpPbVaMR9E_w,Ugx4-y3Na9h-kqFgBvN4AaABAg.9Nvyc3EWHcV9Nx2QeHgAVI,0.0,https://yt3.ggpht.com/ytc/AKedOLSKGVqXXC5v0aLgAITVDUCMWwwWGh_fZOFi3g=s176-c-k-c0x00ffffff-no-rj,BRIO dong belakang ssi cuma standar,5 months ago,0
Jasa Pembuatan Lamaran Kerja Via email,UC1GMLxMo23B2fKz_AT-oPeQ,UgwQkz-2TYgLjZhmfeR4AaABAg.9Nvw65uA_DU9NvwJrGLGzW,0.0,https://yt3.ggpht.com/ytc/AKedOLRmbXpRGseDx2d0j9c-xWdLaW9wojNk5Rqona2W8g=s176-c-k-c0x00ffffff-no-rj,"Shift kemarin ada tss warna biru kirim ke manado, dan shift hari ini tidak ada raize tss",5 months ago,0
Reff Ratama,UCPGrVVnpRgSX5MSFbJw3VIQ,Ugx37UiLpwgzwHkTX854AaABAg.9NvvyVczHZd9Nw-p-5rtHL,0.0,https://yt3.ggpht.com/ytc/AKedOLRnw4HKo2YtjNZy0yXU1OfrvBpUjWIDeOhhjuKU4A=s176-c-k-c0x00ffffff-no-rj,"9 bulan kedepan anda bisa nabung..
Kbeli mobil yg lebih mahal 😂",5 months ago,0
Lucky889 S,UCRbTsfernyKSpPbVaMR9E_w,Ugx37UiLpwgzwHkTX854AaABAg.9NvvyVczHZd9Nx5NDmYPGn,0.0,https://yt3.ggpht.com/ytc/AKedOLSKGVqXXC5v0aLgAITVDUCMWwwWGh_fZOFi3g=s176-c-k-c0x00ffffff-no-rj,"Batalin, ambil Sonet tipe smart aja",5 months ago,0
Petrus Boyke simbolon,UCjDQdGeN5wYz4wr5OQocCzQ,UgwXbOXUJPm393taufV4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLS3HhnxR79zkYPLwNlkWsdO-4ybi7JPRakyKC8i8Q=s176-c-k-c0x00ffffff-no-rj,Sumpah kalah saing avanza di buatnya😂🤣,5 months ago,1
B!NG,UCRoM4-5tdZvWuGccKpVCYKg,UgwrzLq5takweR35XnR4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTTSxJF3hU0wTan_wnpVEBX-eWIrK-2nxI9R61q1GIAv7X8rzWeOw84CJePnOm7=s176-c-k-c0x00ffffff-no-rj,Om mau tanya itu radar apa ada fungsi dashcam juga? Moga2 ada jawaban. Terima kasih.,5 months ago,0
Arifin Usman,UCnk3OPripHebpWku4Yph_Wg,Ugw58gEfar5aF2J2pLl4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTOL1T_6KEtCdhizv17TtaZwHV63Vc9xg8Cxpvh=s176-c-k-c0x00ffffff-no-rj,"33,1 dapet cahaya hidayah",5 months ago,0
Muhammad Yusuf Utomo,UCIRLqy7SEjCXnDqEHc8tG8w,UgzIipgMHp0-5kFiGph4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLT6S_hL-dE7C0zqGeqmR6I3B8M8gV2aP-he8aUYpg=s176-c-k-c0x00ffffff-no-rj,"Mobil endorse kapal api, shell 🤣",5 months ago,0
ANDIFINE (un·de·fined) PROJECT,UC9ML24sHFkuLQ_RCOqDf08Q,UgzwDiq1JYvPSx552LV4AaABAg,0.0,https://yt3.ggpht.com/XdTEJIpoc-K7CD-ROQk3zxGETnZy2SCQgH-alG8jcWXBPoHCm6NmPVnKgQO8-YaHOuCHv36pYoA=s176-c-k-c0x00ffffff-no-rj,Karena OMOBI gak beli Daihatsy Rocky.... maka reviewnya ntar bulan 6 aja untuk si Rocky,5 months ago,0
Syarif Hidayatullah,UC9wcyksCZSiAAfnyXPtq58g,Ugy5aIxkgfucfCLX2b14AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTZSkenlN4uU4djIiX-kdi0KTt9hrZyGJNEXkvt=s176-c-k-c0x00ffffff-no-rj,Ridwan Hanif malah udah geber di Sentul...,5 months ago,0
zaenuri permadi,UCDMrxHCDyAA8hOK_f4ARATg,UgyJkQJYBCKrn7hFvlx4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRw1KK3sIqLI0yFdPrEWe9NCtByd1ygBNxCMEnTOA=s176-c-k-c0x00ffffff-no-rj,Bung fitra blum mau cerita. Mengapa banyak tombol yang hilang. Padahal sudah varian tertinggi,5 months ago,0
Bagus Sri Adji Pamekas,UC-sfBnSK90sjI-OrEnrxROw,Ugx0tY5duGPMC4-gQ0h4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRxHp_-86cJj3RffYU9wkNdqy25gF-WlDDJJ__iNZw=s176-c-k-c0x00ffffff-no-rj,"lebih cocok dipanggil Rush.. karena mirip rush konde.. rush yg sekarang gk rush, tarikan berat",5 months ago,0
Raditya Dharma Putra,UCR-4zqypVG6tMjru9VOeJkQ,Ugy2DC0rXO1FOyjkePV4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRkpBPjecfc2YB_X9j3tmWIJhoqCJmbzPTVD_o=s176-c-k-c0x00ffffff-no-rj,Lah ada orang mau lewat yang terakhir. 😅,5 months ago,2
Jack Leo,UCdYepVbgo872HD0z08_NBtg,Ugxi6eyWl8WkwYnl_lJ4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQdaYyRkrHOmIZsXrJRHWFBAaOZw-dyeZf0SVY6Nw=s176-c-k-c0x00ffffff-no-rj,"Plat nomor : B 1210 SSI
BRIO SEKSI
🤭 maap garing.",5 months ago,1
danker poetra,UCHm1o5T5uo_L0xn2sGoB9Hw,Ugym5ZS2nvVdLBucseB4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLS4mY9YbHqprKrjQSzXii0-0I5MSg8N_bm_yjdc=s176-c-k-c0x00ffffff-no-rj,✊👍,5 months ago,2
Joko Sugianto,UCO_OM5rYPR4SNxBD0b7dSIw,Ugzf_L6zVTZA5ruvZqN4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTrWczM1ZZBu9wLyWbdRGJ0iEr6IRLBR1dbCLJwBg=s176-c-k-c0x00ffffff-no-rj,"Kalo om fitra beli ini mobil, berarti mobil ini bagus",5 months ago,0
Raditya Dharma Putra,UCR-4zqypVG6tMjru9VOeJkQ,UgwstWbJrMW160Q_IZ14AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRkpBPjecfc2YB_X9j3tmWIJhoqCJmbzPTVD_o=s176-c-k-c0x00ffffff-no-rj,"Dalam kota 13,3 km/Liter",5 months ago,0
jrmd kaosmotogp,UCjyl5twrrBtgwHGyFgWIZsQ,UgxwQfQQtl3o-fbWbbx4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTIbJ-cs3AR76aXBClhWHH_JF-QkNebTmZ1ZCMEcYw=s176-c-k-c0x00ffffff-no-rj,Enakan apanja kymya,5 months ago,0
Sugeng Raharjo,UCKBwOHQ3qWGneWho4Hh-HRQ,Ugz9V4eVMBx8RWDx8294AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLT_vMUJKA8fcamkwvZ4ymvxb0dO6RN57HzfjA=s176-c-k-c0x00ffffff-no-rj,"Om fitra lagi, yang di nanti nanti👍👍👍",5 months ago,3
Muchammad Insani,UC73r27OANf_UKA5z4TWA2oA,Ugziv8ms1LuTYqUkcdl4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQiwkq2G_MnR-y8PLUUVJSkp6Jbcjie0_H4b36o=s176-c-k-c0x00ffffff-no-rj,3 silinder apa enak nya ya?,5 months ago,1
Irfan Ardiansyah,UCKZnV9zEwxDcB9vHnMi1fHw,UgxCNrnZDgT8dmCJM394AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSzNxkQiLlZj0LiDBW_ERONp7__X7sn78Np1IKktQ=s176-c-k-c0x00ffffff-no-rj,Ko lebih bagus mas ridwan ya 😂😂😂,5 months ago,7
manusia biasa,UCDtdCmAQfTlCboUbTwBhs9Q,UgxYaxS_JeWy63e1aep4AaABAg,0.0,https://yt3.ggpht.com/Fexxzam5J17zJZ0ylcc8y2AS9zQ2Wd2qbIq2JswFb9bHCnOrVwjuHuxRH-jheo_aRvpxVMD6gw=s176-c-k-c0x00ffffff-no-rj,"sejauh ini masih tertarik dgn kia sonet premier
dikomparasi dong om keduanya 🙂",5 months ago,16
manusia gendut,UCpeFUTi0k618akrbxdVZbRQ,UgznjRTN09mQp9CC_aJ4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTdingsiZl9O_bAZOyli_16ghz-qiy9DXncFA=s176-c-k-c0x00ffffff-no-rj,"Utk klakson itu tidak terlalu NiSTA kok.
itu cuman sama persis dengan mitsubishi T120SS.",5 months ago,0
Raditya Dharma Putra,UCR-4zqypVG6tMjru9VOeJkQ,UgyAZA3oejyjiEBhtE14AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRkpBPjecfc2YB_X9j3tmWIJhoqCJmbzPTVD_o=s176-c-k-c0x00ffffff-no-rj,11:20 om modifikasi pakai punya rocky saja,5 months ago,0
Hendra Li,UCrm7PnVHBsbQ-YfJc61EbVg,Ugxi6eyWl8WkwYnl_lJ4AaABAg.9Nvru96iNfT9Nw8orSoRb-,0.0,https://yt3.ggpht.com/ytc/AKedOLQF8Ne7_V545gAcNXBR1MJsy3-PCQLD1sl1KbEs=s176-c-k-c0x00ffffff-no-rj,Plat sementara itu....,5 months ago,0
uyeahuyeah,UCIsrnwTJj9W9trubNp0XmBw,Ugziv8ms1LuTYqUkcdl4AaABAg.9NvpnuXOqtk9O6EBtzVzFI,0.0,https://yt3.ggpht.com/ytc/AKedOLTJLS3rfw9gj2qFW4KkS_ZrrMVULySPVpQUfg=s176-c-k-c0x00ffffff-no-rj,"Menang iritnya, klo ditmbh turbo lumayan ada tenaganya drpd tanpa turbo",5 months ago,0
Adit Adit,UCZr0630vMD7ttGso2GBCnSg,UgxYaxS_JeWy63e1aep4AaABAg.9NvpIwLi47b9NxlJUubEKy,0.0,https://yt3.ggpht.com/ytc/AKedOLSNv5RJFJR8nihy6q1BWYl3MRDtQCkXH688iw=s176-c-k-c0x00ffffff-no-rj,Fun to Drive itu masalah cita rasa,5 months ago,1
Lucky889 S,UCRbTsfernyKSpPbVaMR9E_w,UgxYaxS_JeWy63e1aep4AaABAg.9NvpIwLi47b9NxmFDBojYe,0.0,https://yt3.ggpht.com/ytc/AKedOLSKGVqXXC5v0aLgAITVDUCMWwwWGh_fZOFi3g=s176-c-k-c0x00ffffff-no-rj,Premier beda harga. cocoknya sih sama tipe smart sampai dynamic yg minus sunroof. Sama magnite yg turbo jg,5 months ago,2
Biyu,UCvWlzVde6j4DEYuF9VWd0gw,UgxYaxS_JeWy63e1aep4AaABAg.9NvpIwLi47b9O2WRsbiWdJ,0.0,https://yt3.ggpht.com/jyNpGQ_RADAmUCsMvzgibw1yc83f3ErGLosW6-BWA0n27MmXirAJrEGFjiAdtqJwEAsovZECjmY=s176-c-k-c0x00ffffff-no-rj,"Rasa berkendara dewasa dan jok pendingin yang bisa dinikmati setiap hari, kalau fitur gimmick tss cuma bisa dirasakan pas jalanan lowong",5 months ago,0
Andri Juliansyah,UC2bZ6gbFvl7uKf9GXm9QhOw,UgxYaxS_JeWy63e1aep4AaABAg.9NvpIwLi47b9PUwUG0HzHz,0.0,https://yt3.ggpht.com/ytc/AKedOLTW54Affyecyy2-dkpEkwVNwzkq5wrWi-KcXA=s176-c-k-c0x00ffffff-no-rj, @Biyu  emang dapat pendingin jok di sonet yg seharga ini?,4 months ago,0
Syariah Gurl,UCNppha18FMf90j8wpXh7CBg,UgxQ_lRF0RIvGpi_RRN4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQoZJHfFAiR7528zaiGbfZloRkenr6DoYIiGg=s176-c-k-c0x00ffffff-no-rj,Entah knapa moncong mobil nya aneeeh🤣 kyak kk nya suzuki ignis,5 months ago (edited),2
Tony Prihartanto,UCmQgbwo2FF_iqOpunWnBDrg,UgxTx3sIcyZOohBRXLh4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQUtbuhM9P0Jnae6Y5UWm-lLUpC-jg1wreyR3-a=s176-c-k-c0x00ffffff-no-rj,"""Link di atas"". Saya lihat langit2",5 months ago,0
Kelvin Arisaputra,UCtfg9etoGdD7aZAwq8KnA5g,UgyebpHg8ax2YvsHg-V4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLS9nxaaPxsCqLMEIJ-C_sG709ZRrSrtJqRgLtAd=s176-c-k-c0x00ffffff-no-rj,35:49 hah... silahkan apa ':D,5 months ago,3
Andi Setiawan,UCcjUL4UdWiZXskZ9szCiNJA,UgzW1PrVz-Fx0aXAeZp4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTZ9oy89MawwJxiuQ2SZAyOlIGZ2ADlNEWyUK4SZA=s176-c-k-c0x00ffffff-no-rj,mending kia sonet lah...,5 months ago,1
Ananto HR,UCfAcmLp7ca1SBEmD3DRveQw,Ugw2AMMf7BHB56R4YFd4AaABAg,0.0,https://yt3.ggpht.com/f3zqOuriAwp_ze5JKlBDw8-E2UM9XTtbXsJZsOgV8j3iw3KumlTUlN__hyUuXRldHZpbueMc=s176-c-k-c0x00ffffff-no-rj,"33:01 sedikit mengganggu hehe...
Tampangnya memang kereeennn, dengan kap mesin tegak sedikit memanjang dan grill tegas lurus.",5 months ago,1
Asep Suhendar,UCmhld-WH3iJ32X9svrSpSoQ,UgxQ6zgssqYKIgunlcN4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLT0--9lWtWuz7nCVc-Ze9vcO0dGpz8BUuaMzwFWfg=s176-c-k-c0x00ffffff-no-rj,Review sikembarnya Daihatsu Rocky 😎😎😎,5 months ago,0
Muhammad Hanif - Secondary,UC7qLTTkZ_d3TtTPeuSzlwqA,UgycNupQXKrZBtQYR_F4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQ1seO9tQtbB3YH8Ge6hoad7vFUC4KkA2_q8DjaDw=s176-c-k-c0x00ffffff-no-rj,Thanks tim OtoDriver untuk reviewnya. Masukan untuk kedepannya bisa dibuatkan timestamp di video agar bisa langsung melihat poin yang diinginkan.,5 months ago,23
Meetmy J,UCaS0IcVz4UVhtkZBUiaNSXg,UgxZXMxIDs0MpFotFb14AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQ0cR6lDRxx2WscHUDRPxqgpxWx5LECav_sNtNieg=s176-c-k-c0x00ffffff-no-rj,"Mobil kecil kayanya sih ga gitu perlu fitur radar gitu,lebih guna di mobil2 gede fortuner innova malah ga ada tss",5 months ago,0
Dark Matter,UCcrnY8qCTsH4eRUFu8ZnsIQ,Ugwv6_Po4pVF0WGLlJZ4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTbCCT00-rGRj3UjLdLhAWlGdgmWSoePbGghfDO6TKjnkbSmQk38MBdBwGqEmh7=s176-c-k-c0x00ffffff-no-rj,"Kalau Astra keluarin yg versi 4WD, walau 100jt lebih mahal, inden Jimny kisaran separuh bisa pindah ke mobil ini. 👍",5 months ago (edited),0
Freddy Gunawan,UCBa6UCJdMcqER7lW0FvAUyg,UgwOiUsT_OqANKBgqoJ4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSeley0IlkmsmHbpodK7SP86ri43VhO2NKFyr63cg=s176-c-k-c0x00ffffff-no-rj,Tombol kosong = sunatan😂,5 months ago,0
RAHMAT RAP,UCNMeah1Emu3xk8kgOdp1pgA,Ugw8r7Yttn9K6Ajdel14AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSFw4B17_s91ofmyM42gUvUBr6Q5Rm2HGRUnGaKjQ=s176-c-k-c0x00ffffff-no-rj,"keren banget, semoga bisa memiliki",5 months ago,4
Dharma Aji,UCdZw1Y4SpCzYe6zHyhhaK_g,Ugx4S_EXgl4-m-8m5SJ4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLS29iqtGx1Mg3sCOMSGGWN4Vm5r6L56eH4vBRhcQpM=s176-c-k-c0x00ffffff-no-rj,Allahuma soli'alaa muhammad wa alaa ali muhammad,5 months ago,5
Jum Ardi,UCuojbffIqo6I4jbVR5KTHzw,UgwASjP2sDXPFU8Sef54AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRXl_3HrILWsTI9bx5aGFSLpMBd7ZedpIiUjA=s176-c-k-c0x00ffffff-no-rj,"Saya suka sekali Om Fitra minum pakai tangan kanan seperti Mas Ridwan Hanif

Istimewa",5 months ago,16
wahyu andrian,UCznHR7YL669rrV8YQBu7cow,Ugydc6Ck3lbwnWWotLN4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRtLQGf4iBx_J0A49L1ivEM4sDQFBRCVPBxw_rNbw=s176-c-k-c0x00ffffff-no-rj,Mirip mirip Terios lama ya,5 months ago,0
made mario,UC6dhQWIfb8IuG7qrh7SfGvg,Ugxjncx3aII87xISa6F4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQUg75xnQ7W_HA4bLuNi81V2xyQ7K-6z0l5Vt1F2A=s176-c-k-c0x00ffffff-no-rj,minusnya head unitnya belum biasanapple car play dan android auto,5 months ago,0
Kusuma Wijaya,UCIgGpwI5fSVL_9urulkOuHg,UgzSQ9-DQhogxx0jplB4AaABAg,0.0,https://yt3.ggpht.com/C_z_D5wPWzML-Bgi5XTJi3LDyeoLPROZ7lH6AAUfNuUeDJI1sLIpMwI5eEjPJr1-lqFox9s4Mw=s176-c-k-c0x00ffffff-no-rj,abis ini mampir ke swalayan buat beli kapal api signature,5 months ago,0
Khaerul Ihsan,UCODbc-aeyQaryzQaLjcbl-A,Ugxu4gQ-VmNjdAl8CZl4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQWAkh3i7l2QrD4Vhxwc4D_aZGwlAt1Ilg5MMXd8hY=s176-c-k-c0x00ffffff-no-rj,"Bumper depannya gantengan Rocky,",5 months ago,0
dedi chandra,UCrC3Y6HY2DSQloigGMNLQmg,UgxlcnBxr8V4omgfLIx4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLToTF41rpmYj8gZXh7k3_Dg0x3GzKRUUcS3OZRY=s176-c-k-c0x00ffffff-no-rj,Ignis hati2 nich...,5 months ago,0
kanjo._,UCo8X4s9uSgGr0HGNOO4a6NA,UgxaSUPCZPVjjLy3mdV4AaABAg,0.0,https://yt3.ggpht.com/BoImM-Y7raSyW-J-toJdM2QArVKAySF6vGygQnqyRoccNOHMlGSwWxigdrV3ksZWHugGJQuz-Q=s176-c-k-c0x00ffffff-no-rj,om fitra gak suka mesin 3 silinder ya? padahal merdu suaranya seperti mesin 6 silinder tapi versi paket hemat 😂,5 months ago,1
jack asad,UCio13M5hQb0w3hG9660Axlw,UgxZp24kWkkv-pumulF4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQfRBFdMozJr-CHXUbCrAKIbQq-kakxjh7YjPJDow=s176-c-k-c0x00ffffff-no-rj,mending beli wuling almaz rs aja om xixixi,5 months ago,0
Andi F,UCDSt5R2wH2uR_6o9WhgIkSw,UgyebpHg8ax2YvsHg-V4AaABAg.9NvoqcNzYX-9NwKVee3Vtm,0.0,https://yt3.ggpht.com/ytc/AKedOLQN3jgFnopDTbc6Po2X0wmA5ZMaLeaKqa-s=s176-c-k-c0x00ffffff-no-rj,mungkin ada orang mau lewat nunggu take closing selesai,5 months ago,0
Hendra Li,UCrm7PnVHBsbQ-YfJc61EbVg,Ugw2AMMf7BHB56R4YFd4AaABAg.9NvoUTP30A49Nw9AWBU2Sb,0.0,https://yt3.ggpht.com/ytc/AKedOLQF8Ne7_V545gAcNXBR1MJsy3-PCQLD1sl1KbEs=s176-c-k-c0x00ffffff-no-rj,Klakson angkot atau motor?,5 months ago,0
Ananto HR,UCfAcmLp7ca1SBEmD3DRveQw,Ugw2AMMf7BHB56R4YFd4AaABAg.9NvoUTP30A49NxHE0JxRuO,0.0,https://yt3.ggpht.com/f3zqOuriAwp_ze5JKlBDw8-E2UM9XTtbXsJZsOgV8j3iw3KumlTUlN__hyUuXRldHZpbueMc=s176-c-k-c0x00ffffff-no-rj," @Hendra Li  shootingnya, bukan klaksonnya... pencahayaan sinar matahari sampe masuk ke kabin mobil.",5 months ago,0
Reff Ratama,UCPGrVVnpRgSX5MSFbJw3VIQ,UgxZXMxIDs0MpFotFb14AaABAg.9NvnpScDATF9Nw088r94SB,0.0,https://yt3.ggpht.com/ytc/AKedOLRnw4HKo2YtjNZy0yXU1OfrvBpUjWIDeOhhjuKU4A=s176-c-k-c0x00ffffff-no-rj,"Mobil gede brarti orngnya lebih pro mngemudi, gk perlu fitur ginia 😂",5 months ago,0
Asptta_ar2,UCwwH8hINW5swiGTClR8mr_Q,Ugw8r7Yttn9K6Ajdel14AaABAg.9Nvm3bvq3tM9NxoHrpSmb0,0.0,https://yt3.ggpht.com/ytc/AKedOLTYcmEIGeAmNFlWdApvEo7_4OjceF3qMG3OPjwRfA=s176-c-k-c0x00ffffff-no-rj,Aamiin.,5 months ago,0
